organizations,count,first_date,last_date,lat,lon
University of California,1,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,,
Latina Lista,1,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,,
congress,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
University of Detroit Mercy,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
U.S. Department of Homeland Security,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
Department of Homeland Security,2,2009-08-17 15:14:06 -0400,2009-09-03 17:09:21 -0400,,
American Humanity,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
Nuestra Voice,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
SEIU,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
Service Employees International Union,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
Facebook Herta,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
Citizen Orange,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,,
U.S. House of Representatives,1,2009-09-03 17:09:21 -0400,2009-09-03 17:09:21 -0400,,
Senate,1,2009-09-03 17:09:21 -0400,2009-09-03 17:09:21 -0400,,
University of Washington,2,2009-09-03 17:09:21 -0400,2009-09-30 10:57:43 -0400,,
Western Washington University,1,2009-09-03 17:09:21 -0400,2009-09-03 17:09:21 -0400,,
Facebook,1,2009-09-03 17:09:21 -0400,2009-09-03 17:09:21 -0400,,
United We Dream Network,4,2009-09-03 17:09:21 -0400,2010-02-11 12:47:29 -0500,,
Congress,6,2009-09-03 17:09:21 -0400,2009-09-30 10:57:43 -0400,,
United We DREAM Coalition,1,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,,
Migration Policy Institute,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
UCLA Center for Labor Research and Education,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Labor,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
UCLA,3,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Coalition of Humane Immigrant Rights of Los Angeles,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
California Dream Network,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Voces de la Frontera,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Students United for Immigrant Rights,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Milwaukee,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Students United,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
New York State Youth Leadership Council,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
School of Education,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Indiana University Purdue University Indianapolis,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
National Korean American Service and Education Consortium,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
NAKASEC,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Jovenes Unidos,2,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Youth United,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Padres Unidos,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Higher Education Access Alliance,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Bell Policy Center,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Colorado Immigrant Rights Coalition,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Colorado Progressive Coalition,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Metro Organizations for People and Padres,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
Florida Immigrant Coalition,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
SWER,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
INS,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
National Immigration Law Center,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
NILC,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
United We Dream,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,,
United States Student Association,1,2010-02-11 12:47:29 -0500,2010-02-11 12:47:29 -0500,,
USSA,1,2010-02-11 12:47:29 -0500,2010-02-11 12:47:29 -0500,,
Student Aid Reform,1,2010-02-11 12:47:29 -0500,2010-02-11 12:47:29 -0500,,
