organizations,count,first_date,last_date,lat,lon
Bedi,1,2013-07-18 00:41:07 -0400,2013-07-18 00:41:07 -0400,,
National Food Security Bill,1,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
UPA,1,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
National Food Security Ordinance,2,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
National Advisory Council,1,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
PDS,1,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
Congress,3,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
World Bank,1,2013-07-29 23:49:28 -0400,2013-07-29 23:49:28 -0400,,
El Espectador,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
National Federation of Coffee Producers,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
Facebook,8,2013-03-08 07:36:29 -0500,2014-02-05 13:34:39 -0500,,
Universidad Pública de Colombia,2,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
El Rebelde Medios,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
El Rebelde Medios Informativos,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
FARC,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
Lastimosamente Tenemos Un Presidente Que Prefiere Hablar Con Asesinos,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
Que Con Campesinos,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,,
Zhejiang Agriculture Department,1,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,,
Jiaxing Daily,1,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,,
Shanghai Water Supply Bureau,1,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,,
Sea Shepherd,6,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
Nisshin Maru,2,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
Institute of Cetacean Research,4,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
International Whaling Commission,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
9th U.S. Circuit Court of Appeals,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
Sustena,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
The Institute of Cetacean Research,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,,
Buddhist Kingdom,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,,
Agriculture and Food Regulatory Authority,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,,
Nanyang Technological University,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,,
APEDA,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,,
Citizens Action Network,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,,
Ministry of Economic Affairs,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,,
International Trade in Endangered Species of Wild Fauna,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,,
NGO,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,,
Wildlife Trade Monitoring Network,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,,
Kentucky Fried Chicken,1,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,,
New York Times,2,2013-05-18 18:15:33 -0400,2014-01-21 01:08:16 -0500,,
KFC,3,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,,
Hamas,1,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,,
Hamra,1,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,,
Guangzhou Food and Drug Administration,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,,
China Agricultural University,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,,
Global Times,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,,
Nanjing Agricultural University,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,,
People’s Daily,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,,
Xinhua News Agency,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,,
