organizations,count,first_date,last_date,lat,lon
Investigative Committee,3,2013-07-19 02:51:47 -0400,2013-07-21 18:01:09 -0400,,
General’s Office,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Yabloko,3,2013-07-19 02:51:47 -0400,2013-08-27 12:35:14 -0400,,
Kremlin,2,2013-07-19 02:51:47 -0400,2013-08-22 16:47:09 -0400,,
LiveJournal,3,2013-07-21 18:01:09 -0400,2013-08-13 01:24:45 -0400,,
Yandex Blogs,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Ministry of Finance,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Anti-Monopoly Service,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Sobyanin’s,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Navalny,4,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
FSB,2,2013-07-26 00:50:32 -0400,2013-07-26 00:50:32 -0400,,
Novaya Gazeta,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Russian Nanotechnology Corporation,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Alpha Group,3,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Facebook,6,2013-08-09 05:18:31 -0400,2013-08-13 01:24:45 -0400,,
CIS,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Interior,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Election Commission,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
LiveJournal post,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Moscow Electoral Codex,2,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
Brothers,4,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
MakeIdea Inc,2,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Agency One,1,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Pro-Kremlin,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Congress of Russian Communities,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Free Lance Bureau,1,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
Google,2,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
Before Google,1,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
Tax Administration,1,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
MRD Company,1,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
Civil Society Development Foundation,2,2013-08-23 00:37:45 -0400,2013-08-27 12:35:14 -0400,,
Rosneft,2,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Sberbank,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
VTB Bank,3,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Surgutneftegaz,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Gazprom,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Federal Antimonopoly Service,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Echo Moskvy,2,2013-08-29 20:58:50 -0400,2013-08-29 20:58:50 -0400,,
Duma,1,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
OMON,1,2013-09-06 15:36:17 -0400,2013-09-06 15:36:17 -0400,,
Sputnik&amp;Pogrom,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
