organizations,count,first_date,last_date,lat,lon
Japanese International Cooperation Agency,1,2014-02-09 05:48:41 -0500,2014-02-09 05:48:41 -0500,,
Khiri Cambodia,1,2014-02-09 05:48:41 -0500,2014-02-09 05:48:41 -0500,,
Ministry of Land,2,2014-04-09 10:26:36 -0400,2014-04-09 10:26:36 -0400,,
Infrastructure and Transport,1,2014-04-09 10:26:36 -0400,2014-04-09 10:26:36 -0400,,
Paralympics,1,2014-04-09 10:26:36 -0400,2014-04-09 10:26:36 -0400,,
Metro,4,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Íconos del Metro,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Wikipedia,2,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Sistema de Transporte Colectivo,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Metro de la Ciudad de México,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Public Transportation System,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
DF Metro,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Metro Line,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Federal District,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Senate,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,,
Economist Intelligence Unit,1,2014-04-18 06:31:25 -0400,2014-04-18 06:31:25 -0400,,
Dhaka University,1,2014-04-18 06:31:25 -0400,2014-04-18 06:31:25 -0400,,
Facebook,2,2014-04-18 06:31:25 -0400,2014-05-12 11:25:46 -0400,,
BDC,1,2014-04-18 06:31:25 -0400,2014-04-18 06:31:25 -0400,,
Peruvian National Institute of Statistics and Informatics,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,,
INEI,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,,
Columbia University,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,,
Lima Metropolitana,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,,
Justo Medio,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,,
El Comercio,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,,
PDS,1,2014-04-27 17:37:21 -0400,2014-04-27 17:37:21 -0400,,
Madagascar Tribune,1,2014-04-27 17:37:21 -0400,2014-04-27 17:37:21 -0400,,
Office of Emergency Work,1,2014-04-27 17:37:21 -0400,2014-04-27 17:37:21 -0400,,
Taxi Brousse,1,2014-04-27 17:37:21 -0400,2014-04-27 17:37:21 -0400,,
Apple,1,2014-04-30 09:08:21 -0400,2014-04-30 09:08:21 -0400,,
Metropolitan Transportation Authority,1,2014-04-30 09:08:21 -0400,2014-04-30 09:08:21 -0400,,
MTA,1,2014-04-30 09:08:21 -0400,2014-04-30 09:08:21 -0400,,
New York Times,2,2014-05-05 08:57:58 -0400,2014-05-05 08:57:58 -0400,,
Coalición de Ciclistas de Puerto Rico,1,2014-05-05 08:57:58 -0400,2014-05-05 08:57:58 -0400,,
Bicycle Coalition of Puerto Rico,1,2014-05-05 08:57:58 -0400,2014-05-05 08:57:58 -0400,,
Maputo Public Transport,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,,
National Statistics Institute,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,,
Public Transport,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,,
Canalmoz,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,,
Metropolitan Authority of Maputo Transport,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,,
Uthende Network,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,,
