organizations,count,first_date,last_date,lat,lon
International Development Research Center,7,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Harvard,25,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Berkman Center,7,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
IDRC,5,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
ICT,21,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Dehli School of Economics,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
IBM,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
UNESCO,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Taliban,3,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Center for Technology &amp; Society,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Fundação Getulio Vargas Law School,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Yahoo,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Facebook,2,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Information Society,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Microsoft,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
WTO,2,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Georgia Tech,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Harvard Law School,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Amartya Sen,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
FCC,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
OLPC,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Omar Dengo Foundation,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,,
Google Trends,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,,
ICTs,1,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
International Development Bank,1,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Berkman Center for Internet &amp; Society,1,2010-02-03 22:34:57 -0500,2010-02-03 22:34:57 -0500,,
International Development Research Centre,1,2010-02-03 22:34:57 -0500,2010-02-03 22:34:57 -0500,,
