organizations,count,first_date,last_date,lat,lon
Harvard,1,2013-12-09 22:15:04 -0500,2013-12-09 22:15:04 -0500,,
Berkman Center for Internet and Society,2,2013-12-09 22:15:04 -0500,2013-12-09 22:15:04 -0500,,
ICT,2,2013-12-09 22:15:04 -0500,2013-12-09 22:15:04 -0500,,
North Caucasus,4,2013-12-09 22:15:04 -0500,2013-12-09 22:15:04 -0500,,
Facebook,12,2013-12-11 09:00:46 -0500,2013-12-11 09:00:46 -0500,,
LJ and Facebook,1,2013-12-11 09:00:46 -0500,2013-12-11 09:00:46 -0500,,
LiveJournal,7,2013-12-11 09:00:46 -0500,2013-12-11 09:00:46 -0500,,
Harvard University,1,2013-12-13 10:16:26 -0500,2013-12-13 10:16:26 -0500,,
RIA Novosti,1,2013-12-13 10:16:26 -0500,2013-12-13 10:16:26 -0500,,
PublicPost,1,2013-12-13 10:16:26 -0500,2013-12-13 10:16:26 -0500,,
Interkavkaz,1,2013-12-14 10:57:00 -0500,2013-12-14 10:57:00 -0500,,
Ministry of Youth,1,2013-12-14 13:22:45 -0500,2013-12-14 13:22:45 -0500,,
NASHI,1,2013-12-14 13:22:45 -0500,2013-12-14 13:22:45 -0500,,
Ministry of Finance,1,2013-12-14 13:22:45 -0500,2013-12-14 13:22:45 -0500,,
AVAR,1,2013-12-14 13:23:02 -0500,2013-12-14 13:23:02 -0500,,
