organizations,count,first_date,last_date,lat,lon
Habitat International Coalition,1,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
Metro,1,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
FIFA,23,2011-10-08 13:36:49 -0400,2013-03-10 18:17:28 -0400,,
Confederation of North,2,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Central American and Caribbean Association Football,3,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Marea Roja,1,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Estados Unidos,1,2012-10-18 21:50:28 -0400,2012-10-18 21:50:28 -0400,,
Facebook,4,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Liberty,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Defence of Human Rights and Citizenship,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Combate Racismo Ambiental,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Comitê Popular Rio Copa,4,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Public Ministry,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Students Popular Revolutionary Movement,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Conselho Regional de Engenharia,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Regional Council of Engineering and Agronomy,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Institute of National Historical and Artistic Heritage,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Escola Popular de Comunicação Crítica,1,2013-02-27 06:45:54 -0500,2013-02-27 06:45:54 -0500,,
People's School of Critical Communication,1,2013-02-27 06:45:54 -0500,2013-02-27 06:45:54 -0500,,
Entre Sem Bater,1,2013-02-27 06:45:54 -0500,2013-02-27 06:45:54 -0500,,
Rio People's World Cup,6,2013-03-01 06:03:12 -0500,2013-03-04 04:00:18 -0500,,
Olympics Committee,2,2013-03-01 06:03:12 -0500,2013-03-01 06:03:12 -0500,,
Rio People's World Cup and Olympics Committee,1,2013-03-01 06:03:12 -0500,2013-03-01 06:03:12 -0500,,
Recreio dos Bandeirantes,1,2013-03-04 04:00:18 -0500,2013-03-04 04:00:18 -0500,,
SMH,1,2013-03-04 04:00:18 -0500,2013-03-04 04:00:18 -0500,,
Committee of Residents,1,2013-03-04 04:00:18 -0500,2013-03-04 04:00:18 -0500,,
Cria Cultura,1,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Local Committee,1,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Eixo House,1,2013-03-10 18:17:28 -0400,2013-03-10 18:17:28 -0400,,
Pública,1,2013-03-10 18:17:28 -0400,2013-03-10 18:17:28 -0400,,
International Federation of Association Football,2,2013-03-10 18:17:28 -0400,2013-03-10 18:17:28 -0400,,
Articulação Nacional dos Comitês Populares da Copa,1,2013-03-10 18:17:28 -0400,2013-03-10 18:17:28 -0400,,
Diário Liberdade,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Freedom Party,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Fluminense Federal University,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Radial Oeste,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Committee for Human Rights,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Legislative Assembly of Rio de Janeiro,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Slums News Agency,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Direitos Humanos do Estado,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
State Secretary for Social Service and Human Rights,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Socialism and Freedom Party,1,2013-03-25 09:45:52 -0400,2013-03-25 09:45:52 -0400,,
Fonte Nova,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
Association of Baianas de Acarajé,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
SECOM,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
MacDonald
Essa,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
National Institute of Historic and Artistic Heritage,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
Mundo Botafogo,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
Botafogo,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
Congress,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
Folha de São Paulo,1,2013-04-22 13:19:21 -0400,2013-04-22 13:19:21 -0400,,
Coca-Cola,2,2013-05-28 05:00:06 -0400,2013-05-28 05:00:06 -0400,,
Rio de Janeiro Monopoly,1,2013-05-28 05:00:06 -0400,2013-05-28 05:00:06 -0400,,
Burkina Faso,1,2013-11-21 17:13:10 -0500,2013-11-21 17:13:10 -0500,,
Burkina Faso

Algeria,1,2013-11-21 17:13:10 -0500,2013-11-21 17:13:10 -0500,,
Agência Pública,3,2013-09-27 05:32:58 -0400,2013-09-28 05:00:59 -0400,,
US National Security Agency,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Marco Civil da Internet,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
NSA,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Gamma Group,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Cobhan Surveillance,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
GlimmerGlass,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Suntech,2,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Group 2000 Netherlands,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Verint,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
ISS,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Latin American Aerospace &amp; Defence,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Ministry of Defense,2,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
