organizations,count,first_date,last_date,lat,lon
International Crimes Tribunal,9,2012-12-09 19:02:03 -0500,2013-02-19 16:16:04 -0500,,
Amar Desh,1,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
Pakistani Army,1,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
War Crimes Fact Finding Committee,1,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
Bangladesh Awami League,1,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
ICT,5,2012-12-09 19:02:03 -0500,2013-02-06 23:23:12 -0500,,
Jamaat,39,2012-12-09 19:02:03 -0500,2013-08-06 04:53:29 -0400,,
Skype,2,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
Awami Tribunal,1,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
Facebook,16,2012-12-09 19:02:03 -0500,2013-08-06 04:53:29 -0400,,
Awami League,5,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
Daily Amar Desh,1,2012-12-09 19:02:03 -0500,2012-12-09 19:02:03 -0500,,
ICSF,1,2013-02-06 23:23:12 -0500,2013-02-06 23:23:12 -0500,,
Bangla College,1,2013-02-06 23:23:12 -0500,2013-02-06 23:23:12 -0500,,
Mirpur Jallad Khana Pump House,1,2013-02-06 23:23:12 -0500,2013-02-06 23:23:12 -0500,,
Activists Network,1,2013-02-08 03:36:13 -0500,2013-02-08 03:36:13 -0500,,
Youth Organizations,1,2013-02-08 03:36:13 -0500,2013-02-08 03:36:13 -0500,,
Matir Manush,2,2013-02-08 03:36:13 -0500,2013-02-08 03:36:13 -0500,,
Jamaat-e-Islami,7,2013-02-08 03:36:13 -0500,2013-08-06 04:53:29 -0400,,
Twitter and Facebook,1,2013-02-09 22:37:22 -0500,2013-02-09 22:37:22 -0500,,
Viqarunnisa College,1,2013-02-11 08:30:51 -0500,2013-02-11 08:30:51 -0500,,
Online Activists Network,2,2013-02-14 18:14:29 -0500,2013-02-14 18:14:29 -0500,,
Jahangirnagar University Khaled Hossain,1,2013-02-14 18:14:29 -0500,2013-02-14 18:14:29 -0500,,
Bangladesh Nationalist Party,5,2013-02-14 18:14:29 -0500,2013-12-04 15:59:35 -0500,,
Shahbag Movement,1,2013-02-14 18:14:29 -0500,2013-02-14 18:14:29 -0500,,
Voice of Nationalist,1,2013-02-14 18:14:29 -0500,2013-02-14 18:14:29 -0500,,
Prothom Alo,1,2013-02-16 15:18:54 -0500,2013-02-16 15:18:54 -0500,,
Facebook Page,1,2013-02-18 16:00:47 -0500,2013-02-18 16:00:47 -0500,,
Bangladesh Islami Chhatra Shibir,2,2013-02-18 16:00:47 -0500,2013-03-16 10:59:19 -0400,,
Bangladesh Jamaat-e-Islami,3,2013-02-19 16:16:04 -0500,2013-12-04 15:59:35 -0500,,
Yellow Rose Cine,1,2013-02-19 16:16:04 -0500,2013-02-19 16:16:04 -0500,,
Ahsanullah Institute of Science and Technology,1,2013-02-19 16:16:04 -0500,2013-02-19 16:16:04 -0500,,
Deutsche Welle Best,2,2013-07-28 18:51:48 -0400,2013-07-28 18:51:48 -0400,,
BNP,5,2013-08-06 04:53:29 -0400,2013-08-06 04:53:29 -0400,,
Islami Bank,1,2013-08-06 04:53:29 -0400,2013-08-06 04:53:29 -0400,,
Election Commission,1,2013-08-06 04:53:29 -0400,2013-08-06 04:53:29 -0400,,
Bangladesh Jamat e Islami,1,2013-08-06 04:53:29 -0400,2013-08-06 04:53:29 -0400,,
BOAN,1,2013-03-01 07:47:49 -0500,2013-03-01 07:47:49 -0500,,
Global Voices Bangladesh,1,2013-03-01 07:47:49 -0500,2013-03-01 07:47:49 -0500,,
International Security Network,1,2013-03-01 07:47:49 -0500,2013-03-01 07:47:49 -0500,,
Jahangirnagar University,2,2013-03-01 16:05:15 -0500,2013-03-05 14:21:24 -0500,,
Tarek Fatah,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
Muslim &amp; Supporting Jamat,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
Bangladesh Islami Student Shibir,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
Bangladesh Telecom Regulatory Commission,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
BTRC,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
Jamaat-E-Islami,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
International Criminal Tribunal,1,2013-03-01 16:05:15 -0500,2013-03-01 16:05:15 -0500,,
Islami Chhatra Shibir,3,2013-03-05 14:21:24 -0500,2013-12-04 15:59:35 -0500,,
Bangladesh National Party,2,2013-03-05 14:21:24 -0500,2013-03-05 14:21:24 -0500,,
Shahidul Islam Mukul,1,2013-03-05 14:21:24 -0500,2013-03-05 14:21:24 -0500,,
Shahbagh Movement,1,2013-03-05 14:21:24 -0500,2013-03-05 14:21:24 -0500,,
University,1,2013-03-05 14:21:24 -0500,2013-03-05 14:21:24 -0500,,
National Committee,1,2013-03-05 14:21:24 -0500,2013-03-05 14:21:24 -0500,,
Muslim,2,2013-03-16 10:59:19 -0400,2013-03-16 10:59:19 -0400,,
Buddhist,2,2013-03-16 10:59:19 -0400,2013-03-16 10:59:19 -0400,,
Jamaat Shibir,1,2013-03-16 10:59:19 -0400,2013-03-16 10:59:19 -0400,,
Bangladesh Telecommunication Regulatory Commission,3,2013-04-01 05:31:21 -0400,2013-04-01 05:31:21 -0400,,
Deutsche Welle Syeda Gulshan Ferdous Jana,1,2013-04-01 05:31:21 -0400,2013-04-01 05:31:21 -0400,,
Deutsche Welle,1,2013-04-01 05:31:21 -0400,2013-04-01 05:31:21 -0400,,
Mukta Mona,1,2013-04-01 05:31:21 -0400,2013-04-01 05:31:21 -0400,,
Protests

Bangladesh Police,1,2013-04-05 17:44:24 -0400,2013-04-05 17:44:24 -0400,,
Abidul Islam,1,2013-04-05 17:44:24 -0400,2013-04-05 17:44:24 -0400,,
Hefazot Islam,2,2013-05-04 18:06:32 -0400,2013-05-04 18:06:32 -0400,,
Ekushey Television,1,2013-05-04 18:06:32 -0400,2013-05-04 18:06:32 -0400,,
Financial Express,1,2013-05-04 18:06:32 -0400,2013-05-04 18:06:32 -0400,,
Dhaka Medical College,1,2013-12-04 15:59:35 -0500,2013-12-04 15:59:35 -0500,,
Dhaka University,1,2013-12-04 15:59:35 -0500,2013-12-04 15:59:35 -0500,,
Dhaka Reporters Union,1,2013-12-04 15:59:35 -0500,2013-12-04 15:59:35 -0500,,
Razakars &amp; Al-Badr,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Islami Chatra Sangha,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Bangladeshi Parliament,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Bangladesh Supreme Court,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
UN,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Human Rights Watch,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Black Crow,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Jamat e Islami,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Ishtiaq Al Mahmud,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
Reuters,1,2013-12-14 05:04:08 -0500,2013-12-14 05:04:08 -0500,,
