organizations,count,first_date,last_date,lat,lon
Facebook,16,2013-01-02 03:04:41 -0500,2013-01-02 03:04:41 -0500,,
Skype,3,2013-01-02 03:04:41 -0500,2013-01-02 03:04:41 -0500,,
Social Media Buzz,3,2013-01-02 03:04:41 -0500,2013-01-02 03:04:41 -0500,,
Syrian Army,5,2013-01-02 03:04:41 -0500,2013-05-22 08:55:18 -0400,,
Bashar Al Assad,1,2013-01-02 03:04:41 -0500,2013-01-02 03:04:41 -0500,,
Arab Journalists Union,1,2013-01-02 03:04:41 -0500,2013-01-02 03:04:41 -0500,,
CNN,1,2013-01-02 03:04:41 -0500,2013-01-02 03:04:41 -0500,,
UN,9,2013-01-04 04:13:00 -0500,2013-08-21 03:03:11 -0400,,
Courtesy of Shaam News Network,2,2013-01-04 04:13:00 -0500,2013-01-11 04:22:29 -0500,,
Syrian National Coalition,3,2013-01-04 05:19:10 -0500,2013-01-11 04:22:29 -0500,,
Loubna,2,2013-01-04 05:13:07 -0500,2013-01-04 05:13:07 -0500,,
Free Syrian Army,6,2013-01-04 05:13:07 -0500,2013-01-09 11:01:21 -0500,,
Sulas Military Base,1,2013-01-07 04:46:03 -0500,2013-01-07 04:46:03 -0500,,
Shaam News Network,3,2013-01-07 04:46:03 -0500,2013-07-02 17:21:50 -0400,,
FSA,2,2013-01-07 04:46:03 -0500,2013-01-07 04:46:03 -0500,,
Free Syria Army,1,2013-01-08 05:26:53 -0500,2013-01-08 05:26:53 -0500,,
Republican Guard,1,2013-01-08 05:34:17 -0500,2013-01-08 05:34:17 -0500,,
al-Nusra Front Islamic,1,2013-01-10 03:09:37 -0500,2013-01-10 03:09:37 -0500,,
Alawite,1,2013-01-09 11:01:21 -0500,2013-01-09 11:01:21 -0500,,
CIGI,1,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
Brookings Institution,1,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
University of Waterloo,1,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
Obama Administration,2,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
Congress,3,2013-01-11 04:22:29 -0500,2013-01-31 06:11:20 -0500,,
state department,1,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
Nusra Front,1,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
World Bank,1,2013-01-11 04:22:29 -0500,2013-01-11 04:22:29 -0500,,
Alquds Alarabi,1,2013-01-11 04:01:16 -0500,2013-01-11 04:01:16 -0500,,
Christian,1,2013-01-11 13:58:56 -0500,2013-01-11 13:58:56 -0500,,
Aleppo University,2,2013-01-17 16:14:42 -0500,2013-01-17 16:14:42 -0500,,
