organizations,count,first_date,last_date,lat,lon
EU,16,2013-11-21 23:50:14 -0500,2013-12-04 16:23:43 -0500,,
EU-Ukraine Association,2,2013-11-21 23:50:14 -0500,2013-11-29 12:47:41 -0500,,
Orange Revolution,1,2013-11-21 23:50:14 -0500,2013-11-21 23:50:14 -0500,,
Facebook,21,2013-11-21 23:50:14 -0500,2014-02-19 08:34:37 -0500,,
State Dept.,1,2013-11-25 18:41:57 -0500,2013-11-25 18:41:57 -0500,,
BBC News,2,2013-11-29 12:47:41 -0500,2013-11-29 12:47:41 -0500,,
BBC,2,2013-11-29 12:47:41 -0500,2013-11-29 12:47:41 -0500,,
EU Association Agreement,1,2013-11-29 12:47:41 -0500,2013-11-29 12:47:41 -0500,,
European Union,7,2013-11-30 10:42:08 -0500,2013-12-26 06:21:10 -0500,,
Custom Union,1,2013-11-30 10:42:08 -0500,2013-11-30 10:42:08 -0500,,
Reuters,1,2013-11-30 15:55:07 -0500,2013-11-30 15:55:07 -0500,,
EU-Ukraine Association Agreement,1,2013-11-30 15:55:07 -0500,2013-11-30 15:55:07 -0500,,
Ukrainska Pravda,6,2013-11-30 15:55:07 -0500,2014-03-01 19:29:55 -0500,,
Mykhailo Petyakh 
Opposition,1,2013-11-30 15:55:07 -0500,2013-11-30 15:55:07 -0500,,
UN,1,2013-11-30 15:55:07 -0500,2013-11-30 15:55:07 -0500,,
Ministry of Interior of Ukraine,1,2013-12-01 09:59:05 -0500,2013-12-01 09:59:05 -0500,,
Ministry of Interior,1,2013-12-01 09:59:05 -0500,2013-12-01 09:59:05 -0500,,
Presidential Administration,2,2013-12-02 03:10:56 -0500,2014-01-27 15:13:25 -0500,,
NASHI,1,2013-12-02 17:20:44 -0500,2013-12-02 17:20:44 -0500,,
Shevchenko Court,1,2013-12-04 16:23:43 -0500,2013-12-04 16:23:43 -0500,,
Metro,3,2013-12-04 16:23:43 -0500,2013-12-04 16:23:43 -0500,,
Hromadske TV,1,2013-12-06 10:08:58 -0500,2013-12-06 10:08:58 -0500,,
Kyiv Emergency Medical Care Hospital,1,2013-12-06 10:08:58 -0500,2013-12-06 10:08:58 -0500,,
Twitter

Facebook,1,2013-12-09 16:13:01 -0500,2013-12-09 16:13:01 -0500,,
NGO,1,2013-12-09 16:13:01 -0500,2013-12-09 16:13:01 -0500,,
Kyiv City Administration,1,2013-12-09 16:13:01 -0500,2013-12-09 16:13:01 -0500,,
Lviv Business School,1,2013-12-09 17:59:16 -0500,2013-12-09 17:59:16 -0500,,
Wharton School,1,2013-12-09 17:59:16 -0500,2013-12-09 17:59:16 -0500,,
University of Pennsylvania,1,2013-12-09 17:59:16 -0500,2013-12-09 17:59:16 -0500,,
Road Control,1,2013-12-26 06:21:10 -0500,2013-12-26 06:21:10 -0500,,
Office,1,2013-12-26 06:21:10 -0500,2013-12-26 06:21:10 -0500,,
Democratic Alliance,3,2013-12-26 06:21:10 -0500,2013-12-26 06:21:10 -0500,,
Facebook Mobile,1,2013-12-29 17:23:22 -0500,2013-12-29 17:23:22 -0500,,
Kharkiv Human Rights Group,1,2014-01-12 17:39:44 -0500,2014-01-12 17:39:44 -0500,,
Kharkiv Human Rights,1,2014-01-12 17:39:44 -0500,2014-01-12 17:39:44 -0500,,
NGO Kharkiv Human Rights Protection Group,1,2014-01-17 15:52:13 -0500,2014-01-17 15:52:13 -0500,,
Verkhovna Rada,2,2014-01-17 15:52:13 -0500,2014-01-17 15:52:13 -0500,,
Human Rights Watch,1,2014-01-17 15:52:13 -0500,2014-01-17 15:52:13 -0500,,
Kyiv Post,4,2014-01-17 15:52:13 -0500,2014-02-19 08:34:37 -0500,,
Vik Fed Yan,1,2014-01-17 15:52:13 -0500,2014-01-17 15:52:13 -0500,,
Parliament,7,2014-01-17 21:17:40 -0500,2014-03-11 01:55:58 -0400,,
Party of Regions,4,2014-01-26 12:17:38 -0500,2014-01-26 12:17:38 -0500,,
Rivne,1,2014-01-26 12:17:38 -0500,2014-01-26 12:17:38 -0500,,
Interior Ministry,1,2014-01-27 13:10:44 -0500,2014-01-27 13:10:44 -0500,,
Radio Liberty,1,2014-01-27 13:10:44 -0500,2014-01-27 13:10:44 -0500,,
Izvestia,1,2014-01-27 13:10:44 -0500,2014-01-27 13:10:44 -0500,,
Liberation of Armenia,1,2014-01-27 13:10:44 -0500,2014-01-27 13:10:44 -0500,,
Twitter,2,2014-01-27 15:13:25 -0500,2014-01-27 15:13:25 -0500,,
Congress,1,2014-01-27 15:13:25 -0500,2014-01-27 15:13:25 -0500,,
Kinoyurch,1,2014-01-27 15:13:25 -0500,2014-01-27 15:13:25 -0500,,
